,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_class_weight,param_multi_class,param_penalty,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
0,0.5491205453872681,0.028175642368194958,0.0012266397476196288,0.0002850754998540439,0.001,,multinomial,l2,saga,"{'C': 0.001, 'class_weight': None, 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'saga'}",0.3524355300859599,0.37058261700095513,0.35148042024832854,0.36103151862464183,0.36867239732569246,0.38299904489016234,0.3648519579751671,0.3600764087870105,0.33810888252148996,0.36771728748806115,0.3617956064947469,0.011735031559432793,14,0.39180728005942905,0.3842725246736708,0.3870317308712724,0.3868194842406877,0.38904807386182744,0.38692560755598004,0.38756234744773427,0.38830521065478085,0.38650111429481054,0.38459089461954793,0.38728642682797415,0.0020502409297630804
1,0.05397930145263672,0.003090337751660164,0.0010363101959228516,0.00026686088782829727,0.001,,multinomial,l2,lbfgs,"{'C': 0.001, 'class_weight': None, 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'lbfgs'}",0.3447946513849093,0.3763132760267431,0.34097421203438394,0.3495702005730659,0.36771728748806115,0.38204393505253104,0.36771728748806115,0.3629417382999045,0.3333333333333333,0.36962750716332377,0.3595033428844317,0.015437364401310303,30,0.39159503342884433,0.38766847076302663,0.39106441685238247,0.3885174572853656,0.3903215536453359,0.389790937068874,0.3860766210336411,0.3893664438077046,0.38660723761010296,0.3881990873394885,0.3889207258834766,0.0017423625694993556
2,0.06654279232025147,0.006167330929603935,0.000987696647644043,9.417829931410205e-05,0.001,,multinomial,l2,newton-cg,"{'C': 0.001, 'class_weight': None, 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'newton-cg'}",0.3447946513849093,0.3763132760267431,0.34097421203438394,0.3495702005730659,0.36771728748806115,0.38204393505253104,0.36771728748806115,0.3629417382999045,0.3333333333333333,0.36962750716332377,0.3595033428844317,0.015437364401310303,30,0.39159503342884433,0.38766847076302663,0.39106441685238247,0.3885174572853656,0.3903215536453359,0.389790937068874,0.3860766210336411,0.3893664438077046,0.38660723761010296,0.3881990873394885,0.3889207258834766,0.0017423625694993556
3,0.8659252405166626,0.22039680546270782,0.001222991943359375,0.00035862580302688495,0.001,,multinomial,l2,sag,"{'C': 0.001, 'class_weight': None, 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'sag'}",0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3390639923591213,0.3467048710601719,0.35816618911174786,0.3447946513849093,0.3419293218720153,0.3419293218720153,0.3333333333333333,0.3405921680993314,0.007619358424137211,48,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34277830839435425,0.3467048710601719,0.3573172025894089,0.34999469383423537,0.3425660617637695,0.34373341823198555,0.3333333333333333,0.3416427889207259,0.007897892199175595
4,0.59531569480896,0.04012497017350917,0.001242208480834961,0.00020024523107236547,0.001,balanced,multinomial,l2,saga,"{'C': 0.001, 'class_weight': 'balanced', 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'saga'}",0.3524355300859599,0.38299904489016234,0.3543457497612225,0.3467048710601719,0.3734479465138491,0.3772683858643744,0.36198662846227314,0.3753581661891118,0.332378223495702,0.37058261700095513,0.3627507163323782,0.015208755911643208,9,0.3863949909795182,0.38660723761010296,0.3881990873394885,0.3888358272312427,0.388623580600658,0.38087657858431495,0.3862888676642258,0.3790724822243447,0.38713785418656477,0.38512151119600974,0.38571580176164705,0.003096255709292679
5,0.066776704788208,0.011861104213071913,0.001348400115966797,0.0006578267084824727,0.001,balanced,multinomial,l2,lbfgs,"{'C': 0.001, 'class_weight': 'balanced', 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'lbfgs'}",0.3447946513849093,0.3763132760267431,0.34097421203438394,0.3495702005730659,0.36771728748806115,0.38204393505253104,0.36771728748806115,0.3629417382999045,0.3333333333333333,0.36962750716332377,0.3595033428844317,0.015437364401310303,30,0.39159503342884433,0.38766847076302663,0.39106441685238247,0.3885174572853656,0.3903215536453359,0.389790937068874,0.3860766210336411,0.3893664438077046,0.38660723761010296,0.3881990873394885,0.3889207258834766,0.0017423625694993556
6,0.07286241054534912,0.005644271005784383,0.0010082244873046875,0.00010329017103026743,0.001,balanced,multinomial,l2,newton-cg,"{'C': 0.001, 'class_weight': 'balanced', 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'newton-cg'}",0.3447946513849093,0.3763132760267431,0.34097421203438394,0.3495702005730659,0.36771728748806115,0.38204393505253104,0.36771728748806115,0.3629417382999045,0.3333333333333333,0.36962750716332377,0.3595033428844317,0.015437364401310303,30,0.39159503342884433,0.38766847076302663,0.39106441685238247,0.3885174572853656,0.3903215536453359,0.389790937068874,0.3860766210336411,0.3893664438077046,0.38660723761010296,0.3881990873394885,0.3889207258834766,0.0017423625694993556
7,1.0072076559066772,0.28203520419764744,0.0016712665557861329,0.0005711569016141677,0.001,balanced,multinomial,l2,sag,"{'C': 0.001, 'class_weight': 'balanced', 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'sag'}",0.3553008595988539,0.3495702005730659,0.3524355300859599,0.3342884431709647,0.3419293218720153,0.3333333333333333,0.3457497612225406,0.3333333333333333,0.3333333333333333,0.34001910219675263,0.3419293218720153,0.008036555479641895,47,0.3480844741589727,0.34161095192613816,0.38522763451130215,0.3341823198556723,0.3613498885705189,0.3333333333333333,0.36410909476812053,0.3333333333333333,0.3333333333333333,0.3468109943754643,0.34813753581661894,0.01643755606179105
8,0.6461512804031372,0.037539609499504176,0.0012904882431030273,0.00025462028327991916,0.01,,multinomial,l2,saga,"{'C': 0.01, 'class_weight': None, 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'saga'}",0.3428844317096466,0.3763132760267431,0.34097421203438394,0.35052531041069723,0.3753581661891118,0.384909264565425,0.3667621776504298,0.3600764087870105,0.3314231136580707,0.3638968481375358,0.35931232091690546,0.016552910472504245,41,0.3932930064735222,0.38735010081714955,0.3919134033747214,0.3903215536453359,0.3912766634829672,0.389790937068874,0.3867133609253953,0.3898970603841664,0.3862888676642258,0.38713785418656477,0.3893982808022923,0.0022904204506244497
9,0.05535545349121094,0.003071017996742903,0.0010133743286132812,7.993106517503775e-05,0.01,,multinomial,l2,lbfgs,"{'C': 0.01, 'class_weight': None, 'multi_class': 'multinomial', 'penalty': 'l2', 'solver': 'lbfgs'}",0.3447946513849093,0.3763132760267431,0.34097421203438394,0.3495702005730659,0.36771728748806115,0.38204393505253104,0.36771728748806115,0.3629417382999045,0.3333333333333333,0.36962750716332377,0.3595033428844317,0.015437364401310303,30,0.3917011567441367,0.38766847076302663,0.39106441685238247,0.3885174572853656,0.3903215536453359,0.389790937068874,0.3860766210336411,0.3893664438077046,0.38660723761010296,0.3881990873394885,0.38893133821500586,0.001758863893080398
